no,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
34965,29, Private,1, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,8614,0,40, United-States,1
34966,26, Private,0, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,0
34967,61, ?,0, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,0,40, United-States,0
34968,18, Private,0, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,0
34969,37, Local-gov,0, Assoc-voc,11, Never-married, Other-service, Unmarried, Black, Female,0,0,32, United-States,0
34970,35, State-gov,0, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States,0
34971,56, Private,0, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
34972,43, Private,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,1
34973,45, Private,0, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States,1
34974,64, Private,0, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,1
34975,37, Private,0, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0
34976,70, Private,0, 10th,6, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, Greece,0
34977,41, Private,0, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,1
34978,34, Local-gov,0, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
34979,31, Private,0, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, United-States,0
34980,58, Private,0, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
34981,20, ?,0, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
34982,30, Private,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,1
34983,24, Private,0, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,25, United-States,0
34984,26, Private,0, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,3103,0,40, United-States,1
34985,38, Private,0, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
34986,42, Self-emp-not-inc,0, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,96, United-States,1
34987,51, State-gov,0, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,0
34988,53, Private,0, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
34989,30, Private,0, Assoc-acdm,12, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States,0
34990,42, Private,0, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
34991,41, Self-emp-not-inc,0, Assoc-voc,11, Divorced, Other-service, Unmarried, White, Female,0,0,10, United-States,0
34992,42, Private,0, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States,1
34993,24, Private,0, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,0
34994,73, Private,0, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
34995,20, Private,0, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States,0
34996,37, Private,0, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
34997,18, Private,0, 10th,6, Never-married, Transport-moving, Not-in-family, White, Male,0,0,56, United-States,0
34998,38, Self-emp-not-inc,1, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States,1
34999,22, Private,0, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States,0
35000,44, Self-emp-not-inc,0, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,60, United-States,0
35001,48, Private,0, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,56, United-States,0
35002,28, Private,0, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,52, United-States,0
35003,43, Self-emp-inc,0, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,1
35004,19, Private,0, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0
35005,29, Private,0, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States,0
35006,44, Self-emp-not-inc,0, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,42, Japan,0
35007,41, Private,0, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, ?,0
35008,29, Private,0, Bachelors,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,2202,0,40, Taiwan,0
35009,18, Private,0, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico,0
35010,37, Self-emp-inc,0, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
35011,55, Private,0, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0
35012,63, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,32, China,1
35013,33, Private,0, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1740,25, United-States,1
35014,23, ?,0, HS-grad,9, Separated, ?, Own-child, White, Female,0,0,40, United-States,0
35015,17, Private,0, 11th,7, Never-married, Sales, Other-relative, White, Female,0,0,26, United-States,0
35016,25, Private,0, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,13, ?,0
35017,48, Self-emp-inc,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States,1
35018,41, Private,0, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States,0
35019,45, Private,0, Assoc-acdm,12, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
35020,28, Local-gov,0, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
35021,53, Local-gov,0, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States,1
35022,36, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States,1
35023,59, Self-emp-not-inc,0, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States,0
35024,30, Private,0, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Germany,1
35025,44, Private,0, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
35026,21, Private,0, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
35027,41, Private,0, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
35028,34, Private,0, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States,1
35029,51, Self-emp-not-inc,0, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States,1
35030,41, Private,0, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,42, United-States,0
35031,21, Private,0, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
35032,32, Private,0, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
35033,47, Private,0, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
35034,39, State-gov,0, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
35035,29, Private,0, Assoc-voc,11, Never-married, Sales, Not-in-family, Black, Male,0,0,45, United-States,0
35036,47, Local-gov,0, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States,0
35037,44, Self-emp-not-inc,0, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,0
35038,22, Private,0, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, Columbia,0
35039,27, Private,0, Bachelors,13, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States,0
35040,34, Private,0, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
35041,38, State-gov,0, Some-college,10, Never-married, Tech-support, Unmarried, Black, Female,0,0,50, United-States,0
35042,51, Private,0, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
35043,19, Private,0, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States,0
35044,25, Private,0, HS-grad,9, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0
35045,34, Self-emp-inc,0, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,0
35046,20, Private,0, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,16, United-States,0
35047,67, ?,0, Some-college,10, Widowed, ?, Not-in-family, White, Female,0,0,4, United-States,0
35048,34, Private,0, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Germany,0
35049,41, Private,0, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
35050,46, Private,1, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,27828,0,50, United-States,1
35051,45, Private,0, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,0
35052,64, ?,0, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,4, United-States,0
35053,45, Private,0, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,24, Canada,0
35054,33, Private,0, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,0
35055,56, Private,0, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,30, United-States,0
35056,53, ?,0, HS-grad,9, Married-civ-spouse, ?, Wife, Black, Female,0,0,2, United-States,1
35057,27, Private,0, 11th,7, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States,0
35058,29, Private,0, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
35059,21, ?,0, HS-grad,9, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,0,20, Laos,0
35060,44, Local-gov,0, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States,1
35061,36, Private,0, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
35062,35, Private,0, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador,0
35063,42, Private,0, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
35064,18, ?,0, 11th,7, Never-married, ?, Own-child, Black, Male,0,0,15, United-States,0
35065,34, State-gov,0, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0
35066,17, Private,0, 9th,5, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States,0
35067,45, Private,0, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
35068,64, ?,0, 7th-8th,4, Widowed, ?, Not-in-family, White, Female,0,0,4, United-States,0
35069,18, Private,0, HS-grad,9, Never-married, Tech-support, Own-child, White, Female,0,0,10, United-States,0
35070,55, Self-emp-not-inc,0, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,0
35071,33, ?,0, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States,0
35072,36, Private,0, Assoc-acdm,12, Never-married, Transport-moving, Not-in-family, White, Male,0,0,55, Iran,0
35073,28, Private,0, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,1
35074,38, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,70, United-States,1
35075,49, Private,0, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States,0
35076,33, Private,0, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
35077,55, Private,0, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
35078,30, Private,0, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, Germany,0
35079,45, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,50, United-States,1
35080,44, Local-gov,0, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,4386,0,40, United-States,1
35081,50, Private,0, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
35082,41, Private,0, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States,0
35083,62, Self-emp-not-inc,0, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,48, United-States,0
35084,28, Private,0, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States,0
35085,44, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States,1
35086,35, Private,0, Masters,14, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,0
35087,52, Private,0, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
35088,31, Private,0, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,0
35089,38, Private,0, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,0
35090,22, Private,0, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, Mexico,0
35091,28, Private,0, 10th,6, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States,0
35092,35, Private,0, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
35093,21, ?,0, Some-college,10, Never-married, ?, Other-relative, White, Male,0,0,10, United-States,0
35094,29, Private,0, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Japan,1
35095,20, Private,0, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,0
35096,49, Private,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States,1
35097,62, Self-emp-not-inc,0, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,1
35098,18, Private,0, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,0
35099,49, Private,0, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,17, United-States,0
35100,51, ?,0, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
35101,42, Private,0, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
35102,38, Private,0, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States,0
35103,55, ?,0, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,5178,0,20, United-States,1
35104,18, ?,0, 11th,7, Never-married, ?, Own-child, White, Male,0,0,20, Mexico,0
35105,42, State-gov,0, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, United-States,0
35106,19, Private,0, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,0
35107,60, Private,0, 12th,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
35108,39, Private,0, Preschool,1, Never-married, Other-service, Not-in-family, White, Female,0,0,12, United-States,0
35109,29, Private,0, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0
35110,19, ?,0, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
35111,27, Private,0, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
35112,29, Private,0, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
35113,26, Private,0, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, ?,0
35114,46, Private,0, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
35115,72, ?,0, Assoc-voc,11, Widowed, ?, Not-in-family, White, Female,0,0,30, United-States,0
35116,76, Private,0, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,6, United-States,0
35117,22, Private,0, 10th,6, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,0
35118,65, Private,0, 9th,5, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,24, United-States,0
35119,40, Private,0, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
35120,37, Self-emp-not-inc,0, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,3942,0,99, United-States,1
35121,38, Private,0, HS-grad,9, Never-married, Sales, Unmarried, White, Male,0,0,42, United-States,0
35122,54, State-gov,0, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
35123,32, Private,0, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
35124,24, Self-emp-not-inc,0, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States,0
35125,75, Self-emp-inc,0, Some-college,10, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States,0
35126,34, Private,0, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,1
35127,28, Local-gov,0, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
35128,19, Private,0, 11th,7, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
35129,37, Private,0, 11th,7, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States,0
35130,42, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States,1
35131,32, Private,0, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
35132,52, Private,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
35133,62, Private,1, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States,1
35134,23, Private,0, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States,0
35135,38, Private,0, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,3464,0,40, Columbia,0
35136,46, Private,0, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States,1
35137,44, Private,0, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
35138,21, Private,0, Some-college,10, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States,0
35139,25, Private,0, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States,1
35140,37, Private,0, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
35141,40, Private,1, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,10520,0,40, United-States,1
35142,52, Self-emp-not-inc,0, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States,1
35143,31, Private,0, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
35144,72, Self-emp-not-inc,0, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,0
35145,44, Private,0, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
35146,40, Private,0, HS-grad,9, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
35147,41, Private,0, Some-college,10, Married-civ-spouse, Tech-support, Husband, Black, Male,3137,0,40, United-States,0
35148,32, Private,0, 11th,7, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
35149,47, Private,0, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
35150,52, Local-gov,0, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States,0
35151,31, Federal-gov,0, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
35152,36, Private,0, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
35153,22, Private,0, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States,0
35154,24, Local-gov,0, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,0
35155,45, Private,0, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
35156,39, Private,0, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,38, United-States,0
35157,43, Private,0, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
35158,31, Private,0, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,55, United-States,0
35159,42, Private,1, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,1590,40, United-States,1
35160,22, Private,0, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,25, United-States,0
35161,45, Private,0, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
35162,36, Self-emp-inc,0, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
35163,26, ?,0, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States,0
35164,17, Private,0, 11th,7, Never-married, Other-service, Other-relative, White, Female,0,0,20, United-States,0
35165,45, Private,0, HS-grad,9, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,39, United-States,0
35166,51, Private,0, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
35167,79, Self-emp-not-inc,0, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States,0
35168,34, Private,0, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
35169,55, Self-emp-not-inc,0, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
35170,69, Local-gov,0, Assoc-acdm,12, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
35171,26, Private,0, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
35172,45, Private,0, Some-college,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,70, United-States,0
35173,62, ?,0, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,5178,0,40, Scotland,1
35174,58, Self-emp-not-inc,0, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States,0
35175,25, Private,0, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
35176,30, Private,0, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
35177,51, Private,0, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States,0
35178,63, Private,0, 12th,8, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,35, United-States,0
35179,33, Private,0, Assoc-acdm,12, Never-married, Exec-managerial, Unmarried, White, Female,2174,0,55, ?,0
35180,44, Private,0, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,1
35181,61, Self-emp-not-inc,0, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,20, United-States,0
35182,33, Local-gov,0, HS-grad,9, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
35183,24, Private,0, HS-grad,9, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, United-States,0
35184,31, Private,0, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
35185,30, Private,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,1
35186,34, Private,0, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,48, ?,0
35187,30, Private,0, HS-grad,9, Never-married, Exec-managerial, Own-child, Black, Female,0,0,35, Jamaica,0
35188,44, Self-emp-not-inc,0, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Taiwan,1
35189,43, Local-gov,0, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
35190,22, Private,0, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
35191,56, Private,0, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,0
35192,33, Private,0, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
35193,34, Private,0, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0
35194,47, Private,0, Masters,14, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Haiti,0
35195,18, Private,0, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,0
35196,27, Private,0, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,1
35197,27, Local-gov,0, HS-grad,9, Married-spouse-absent, Sales, Own-child, Black, Female,0,0,40, United-States,0
35198,35, Private,0, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia,0
35199,46, Local-gov,1, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,1876,60, United-States,0
35200,43, Private,1, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,1902,32, United-States,1
35201,56, Private,0, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,5178,0,44, United-States,1
35202,35, Local-gov,0, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States,0
35203,25, State-gov,1, Some-college,10, Divorced, Other-service, Unmarried, White, Male,0,2472,40, United-States,1
35204,36, Private,0, 12th,8, Never-married, Exec-managerial, Not-in-family, White, Male,4650,0,50, United-States,1
35205,19, Private,0, Some-college,10, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,20, United-States,0
35206,22, Private,0, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
35207,36, Private,0, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam,1
35208,69, Self-emp-not-inc,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,9386,0,72, United-States,0
35209,29, Private,0, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala,0
35210,24, Private,0, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,1
35211,25, State-gov,0, Bachelors,13, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,2463,0,40, United-States,0
35212,23, Private,0, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States,0
35213,18, State-gov,0, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,5, United-States,0
