no,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
30543,20, Private,129240, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States,0
30544,59, Local-gov,171328, HS-grad,9, Separated, Protective-serv, Other-relative, Black, Female,0,2339,40, United-States,0
30545,52, Private,155496, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0
30546,32, Self-emp-inc,196385, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
30547,20, Private,346341, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, ?,0
30548,23, Private,47541, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,0
30549,30, Self-emp-inc,78530, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Canada,0
30550,26, Private,214303, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States,0
30551,48, Private,175958, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States,1
30552,62, Self-emp-not-inc,271464, Masters,14, Separated, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States,0
30553,33, Private,228696, 1st-4th,2, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,2603,32, Mexico,0
30554,42, Self-emp-not-inc,82297, 7th-8th,4, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,50, United-States,0
30555,63, Private,237379, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
30556,18, Private,222851, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,10, United-States,0
30557,38, Private,99065, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States,0
30558,56, Private,121362, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,0,0,32, United-States,0
30559,71, Self-emp-not-inc,31781, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1510,35, United-States,0
30560,66, Private,146454, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5556,0,40, United-States,0
30561,32, Private,79870, Some-college,10, Married-civ-spouse, Exec-managerial, Own-child, White, Female,2597,0,40, Japan,0
30562,49, Self-emp-inc,257764, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
30563,28, Private,245790, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
30564,38, Private,106838, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
30565,63, ?,52750, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
30566,47, State-gov,142856, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,0
30567,19, Private,276937, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,0
30568,52, Private,146015, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
30569,47, Private,161558, 10th,6, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male,0,0,45, United-States,0
30570,68, Self-emp-not-inc,261897, 10th,6, Widowed, Farming-fishing, Unmarried, White, Male,0,0,20, United-States,0
30571,63, Private,383058, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1848,40, United-States,0
30572,24, Private,218678, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,49, United-States,0
30573,39, Private,114544, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,0
30574,50, Private,175804, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,1
30575,23, Private,209034, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,3942,0,40, United-States,0
30576,34, Private,314375, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
30577,39, Private,103734, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States,0
30578,20, Private,164219, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States,0
30579,49, Private,186256, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
30580,47, Private,270079, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
30581,42, Private,115511, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
30582,24, Private,438839, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
30583,31, Private,84154, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, ?,0
30584,67, Self-emp-not-inc,178878, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,12, United-States,0
30585,48, Self-emp-inc,103713, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
30586,19, Private,111232, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0
30587,58, Private,178644, HS-grad,9, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0
30588,43, Private,315971, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, ?,0
30589,65, Private,185455, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
30590,61, Private,183355, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
30591,65, Self-emp-inc,338316, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
30592,17, Private,202521, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States,0
30593,26, Private,169100, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
30594,26, Private,60726, Masters,14, Never-married, Exec-managerial, Not-in-family, Black, Male,6849,0,50, United-States,1
30595,65, ?,191380, 10th,6, Married-civ-spouse, ?, Husband, White, Male,9386,0,50, United-States,1
30596,46, Federal-gov,219293, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,80, United-States,0
30597,17, Private,159299, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0
30598,58, Private,170108, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
30599,26, Private,197967, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States,0
30600,24, Private,254767, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0
30601,24, Private,157332, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,42, United-States,0
30602,30, Private,165503, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,65, United-States,0
30603,52, State-gov,447579, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, England,0
30604,26, Private,310907, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States,0
30605,62, Private,185503, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
30606,39, Private,168894, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
30607,59, Private,279232, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico,0
30608,48, Private,236197, 12th,8, Widowed, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala,0
30609,55, Private,169071, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States,0
30610,22, Self-emp-not-inc,357612, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
30611,40, Private,105936, HS-grad,9, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,38, United-States,0
30612,20, ?,200061, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, ?,0
30613,58, Private,320102, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
30614,44, Local-gov,145246, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States,0
30615,41, Private,309990, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,33, United-States,0
30616,30, Private,180317, Assoc-voc,11, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
30617,51, Private,202956, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
30618,41, Private,197907, HS-grad,9, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States,0
30619,32, Private,226696, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States,0
30620,51, Private,279156, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States,1
30621,63, Self-emp-not-inc,26904, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,98, United-States,0
30622,49, Private,50567, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States,0
30623,59, Private,129762, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland,0
30624,20, Private,232577, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States,0
30625,54, Private,257765, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Guatemala,0
30626,50, ?,199301, Assoc-voc,11, Never-married, ?, Unmarried, Black, Female,0,0,16, United-States,0
30627,34, Federal-gov,408813, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States,0
30628,22, ?,334593, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,0
30629,47, Private,380922, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,1
30630,61, Private,195453, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
30631,17, Private,181015, 10th,6, Never-married, Other-service, Other-relative, White, Male,0,0,15, United-States,0
30632,40, State-gov,132125, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
30633,25, Private,139863, 1st-4th,2, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico,0
30634,52, Federal-gov,279337, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
30635,24, Private,165054, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0
30636,33, Private,454717, Some-college,10, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
30637,38, Self-emp-not-inc,187346, Assoc-acdm,12, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States,0
30638,48, Private,238567, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico,1
30639,40, Private,94080, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
30640,23, Private,195508, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
30641,41, Private,217902, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
30642,31, Private,97723, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States,0
30643,36, Private,154835, HS-grad,9, Separated, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines,0
30644,38, Private,27408, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States,0
30645,50, Private,22211, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States,0
30646,27, State-gov,365916, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,58, United-States,0
30647,26, ?,228457, 11th,7, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,0
30648,51, Federal-gov,163671, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States,0
30649,59, ?,441227, Masters,14, Married-civ-spouse, ?, Husband, Black, Male,7298,0,50, United-States,0
30650,47, Private,212120, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
30651,37, Private,214738, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
30652,43, Private,116379, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, China,0
30653,47, Private,185385, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
30654,57, Private,348430, 1st-4th,2, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Portugal,0
30655,39, Private,181661, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
30656,26, Private,22328, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
30657,58, Federal-gov,129786, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
30658,39, Private,286789, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
30659,30, Private,206051, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
30660,64, Private,221343, 1st-4th,2, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,12, United-States,0
30661,69, State-gov,163689, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States,0
30662,35, Self-emp-not-inc,95455, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,55, United-States,0
30663,54, Private,205337, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,0
30664,51, Private,55507, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,0
30665,47, Federal-gov,137917, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,0
30666,40, Private,168294, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
30667,21, Local-gov,166827, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,32, United-States,0
30668,35, Private,163237, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States,0
30669,58, Self-emp-not-inc,318106, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
30670,41, Local-gov,190368, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States,0
30671,31, Private,163516, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
30672,23, Private,181820, Some-college,10, Never-married, Farming-fishing, Unmarried, White, Male,0,0,45, United-States,0
30673,19, Private,181572, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
30674,32, Private,134679, 11th,7, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States,0
30675,42, Private,201520, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
30676,20, Private,42706, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States,0
30677,33, Private,156464, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
30678,25, Private,339324, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0
30679,19, Private,146189, 11th,7, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,43, United-States,0
30680,44, Private,231793, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,52, United-States,0
30681,30, Private,213714, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
30682,22, Private,127185, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
30683,34, Self-emp-not-inc,527162, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States,0
30684,25, Private,164938, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,4416,0,40, United-States,0
30685,44, Private,201495, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States,1
30686,24, Private,353010, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,10, United-States,0
30687,30, ?,138744, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
30688,38, Private,276552, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
30689,17, Private,156501, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States,0
30690,24, State-gov,191269, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,65, United-States,0
30691,32, Private,408328, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
30692,45, Private,104521, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
30693,20, Private,194504, Some-college,10, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States,0
30694,53, Local-gov,131258, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,0
30695,19, Private,185097, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,37, United-States,0
30696,18, Private,192583, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States,0
30697,22, Private,73266, Some-college,10, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,0
30698,22, Federal-gov,146538, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
30699,62, Private,160143, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States,0
30700,55, Self-emp-inc,124137, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,35, Greece,0
30701,47, ?,214605, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
30702,40, Private,69333, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0
30703,52, Self-emp-not-inc,123727, HS-grad,9, Separated, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,0
30704,47, Private,205068, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States,0
30705,30, Private,280069, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States,0
30706,20, Private,190227, Masters,14, Never-married, Exec-managerial, Own-child, White, Male,0,0,25, United-States,0
30707,18, ?,256191, HS-grad,9, Never-married, ?, Own-child, Black, Female,0,0,25, United-States,0
30708,52, Private,251908, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,2547,40, United-States,0
30709,39, Self-emp-not-inc,113749, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
30710,38, Private,168407, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,5721,0,44, United-States,0
30711,18, Private,335065, 7th-8th,4, Never-married, Sales, Own-child, White, Male,0,0,30, Mexico,0
30712,37, State-gov,142282, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,16, United-States,0
30713,28, Private,175343, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
30714,39, Private,108540, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
30715,40, Private,114157, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
30716,43, Self-emp-not-inc,241055, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
30717,49, Private,169042, HS-grad,9, Separated, Prof-specialty, Unmarried, White, Female,0,625,40, Puerto-Rico,0
30718,19, ?,39477, Some-college,10, Never-married, ?, Other-relative, White, Male,0,0,40, United-States,0
30719,58, Private,224854, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,1
30720,35, State-gov,483530, Some-college,10, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States,0
30721,42, Private,54202, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,10520,0,50, United-States,1
30722,67, Private,267915, HS-grad,9, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0
30723,32, Private,158002, Some-college,10, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,55, Ecuador,0
30724,30, Private,272451, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
30725,65, ?,115431, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States,0
30726,25, Private,161007, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
30727,27, Private,159676, HS-grad,9, Divorced, Transport-moving, Other-relative, White, Male,0,0,40, United-States,0
30728,63, ?,447079, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,15, United-States,0
30729,17, Private,295991, 10th,6, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,0
30730,23, Federal-gov,102684, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States,0
30731,50, Self-emp-inc,152810, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, Germany,0
30732,43, Local-gov,36924, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
30733,21, Private,811615, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,50, United-States,0
30734,45, Self-emp-inc,197332, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,0
30735,23, Private,130905, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
30736,71, Self-emp-not-inc,163293, Prof-school,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,2, United-States,0
30737,32, Federal-gov,128714, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,32, United-States,0
30738,46, Private,124071, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,44, United-States,0
30739,42, Private,118947, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
30740,45, Private,274657, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, ?,0
30741,18, Never-worked,153663, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,4, United-States,0
30742,23, Private,162945, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,2377,40, United-States,0
30743,59, Self-emp-not-inc,32537, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0
30744,33, Private,185336, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,0
30745,58, Private,136841, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,35, United-States,1
30746,17, ?,104025, 11th,7, Never-married, ?, Own-child, White, Male,0,0,18, United-States,0
30747,27, Private,492263, 10th,6, Separated, Machine-op-inspct, Own-child, White, Male,0,0,35, Mexico,0
30748,31, Private,149507, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,3464,0,38, United-States,0
30749,43, Private,171438, Assoc-voc,11, Separated, Sales, Unmarried, White, Female,0,0,45, United-States,0
30750,24, Private,285775, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
30751,31, Private,190772, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,1590,35, ?,0
30752,18, Private,166889, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Female,0,1602,35, United-States,0
30753,45, Self-emp-inc,201699, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
30754,64, Self-emp-not-inc,253759, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States,0
30755,19, Private,95078, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States,0
30756,27, Private,171356, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
30757,25, Private,332409, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
30758,51, Private,185283, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
30759,46, Private,196707, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,55, United-States,0
30760,70, Private,236055, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States,0
30761,17, ?,634226, 10th,6, Never-married, ?, Own-child, White, Female,0,0,17, United-States,0
30762,24, Private,200973, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
30763,21, Private,35424, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,0
30764,21, Local-gov,152200, Some-college,10, Married-civ-spouse, Protective-serv, Own-child, Black, Male,0,0,40, United-States,0
30765,42, Federal-gov,198316, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
30766,28, Private,133696, Bachelors,13, Never-married, Sales, Unmarried, White, Male,0,0,65, United-States,0
30767,19, Private,195985, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States,0
30768,64, Private,96076, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
30769,45, Self-emp-not-inc,176814, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States,1
30770,18, Private,170544, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,0
30771,52, Private,114062, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States,0
30772,24, Private,161415, 11th,7, Never-married, Other-service, Other-relative, White, Male,0,0,35, United-States,0
30773,52, State-gov,295826, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,1876,50, United-States,0
30774,40, Private,277507, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,1669,40, United-States,0
30775,31, Private,97723, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
30776,40, Private,154374, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States,1
30777,58, Private,175127, 12th,8, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, United-States,0
30778,26, Private,261203, 7th-8th,4, Never-married, Other-service, Unmarried, Other, Female,0,0,30, ?,0
30779,21, Private,415755, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
30780,18, Private,118376, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,1
30781,35, Private,150309, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1887,40, United-States,0
30782,33, Private,123031, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
30783,47, Private,192776, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
30784,57, Self-emp-not-inc,103948, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States,0
30785,20, Private,336101, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States,0
30786,42, Self-emp-not-inc,54202, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
30787,66, Private,171331, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,0
